gender,age,remuneration (k£),spending_score (1-100),loyalty_points,education,language,platform,product,review,summary
Male,45,35.26,45,1165,graduate,EN,Web,249,"A great expansion that really adds complexity and depth to a very involving, mulch-faceted, excellent game. We love playing Lords of Waterdeep, and this expansion has only made it more fun.",Excellent expansion for an excellent game
Female,50,35.26,41,1072,postgraduate,EN,Web,518,"I really like the expansion, although there are a few quests that seem a bit overpowered.  Definitely a good buy though!",Great Expansion
Male,71,36.08,50,1102,PhD,EN,Web,2521,Lords of Waterdeep is fantastic and this expansion adds some great elements to the game.  The corrupt mechanic is a great new element. I recommend this to anyone who likes Lords of Waterdeep.,Great expansion
Female,29,36.08,46,1014,graduate,EN,Web,930,"LoWD is one of my favorite board games.  I am a hardcore boardgamer...we play games almost every week with my group of friends.

When we tried LoWD with this expansion, it was FANTASTIC!  The corruption added a level of roleplaying none of us expected.  We were saying things like ""I can quit at any time."" and ""I can't help it.  Give me another hit.  I just need it to feel normal""...all the while laughing our asses off.  We would try to screw each other by manipulating how much corruption we had and insulting each other left and right.

Very worthwhile expansion.",SUPER FUN
Male,52,37.72,51,1425,graduate,EN,Web,399,"I used to grudgingly join my daughter and husband in playing ""adventure"" games, but I almost always choose this one if I get the opportunity on a family game night.  More characters, more adventures, more places to gain adventurers and treasure -- plus the added challenge of collecting ""corruption"" points that can reduce your score but help complete more quests -- such a quandary!  This is one of those games that is so much fun to play even if you don't ""win""!",This expansion makes the original so much more fun!
Male,72,37.72,46,1038,postgraduate,EN,Web,504,"I recently played Lords of Waterdeep with some friends and loved it so much I went out and bought it the very next day. The Scoundrels of Skullport expansion adds an additional player (bringing the max total to 6). I mainly bought the expansion for the ability to play with the 6th player, however, I do enjoy the expansion and will play it even with less than 6. The corruption mechanic is a very nice twist and adds a bit of gambling to your strategy. Overall, if you liked the standalone game, I believe you will love the expansion. If you did not enjoy the standalone game, then I think the variety and twists the expansion provides may help you become a fan. Overall, I would definitely recommend it and for $30 it adds a lot of game.",Great Addition to the base game
Male,18,37.72,56,925,postgraduate,EN,Web,948,"great expansion adds a lot more depth.

bought some replacement skulls at Meeplesource.com
they are bigger and better looking.

I have ordered replacement pieces for the resources when Meeplesource did their Kickstarter

I'm very new to the board game scene (less then a year) but this game is a blast.

current games my family plays

Ticket to ride US edition (probably buy other maps games later)
Small world
Pandemic
Lords of Waterdeep + Exp",Just added more of what we love
Female,69,37.72,55,1317,PhD,EN,Web,4452,"If you enjoy the Lords of Waterdeep base game, you'll love this expansion.  With the Skullport and Undermountain expansions it's basically two expansions in one!  While the mechanics are nearly identical, the new cards, buildings, and action spaces completely change the feel of the game.  The Undermountain cards include larger, more difficult quests that can have great rewards, if you can pull them off.  The Skullport corruption tokens can really have interesting consequences.

My wife and I love playing with these two expansions.  We've yet to play with both of them at the same time.  But they're both a great addition to Lords of Waterdeep and definitely worth buying.  Highly-recommended!",Excellent addition to LoW
Female,53,38.54,52,1481,postgraduate,EN,Web,6646,"I really enjoyed these expansions. There balancing can be a bit off, especially with the new lords, but they are still quite nice. Undermountain just adds more options and some variety, but Skullport can really change how the game is play which is always nice to see. I have done one at a time and it worked great, but I have yet to get to trying out a long game with both.

If you love Lords of Waterdeep, this is a good buy.",Great expansion
Male,65,38.54,59,1535,postgraduate,EN,Web,6678,This expansion games makes the base game even better. I would suggest it to anyone who like Lords of  Waterdeep.,Must Purchase Expansion!!!!
Male,19,39.36,51,917,graduate,EN,Web,6694,"If you're a fan of the original, you will love the expansion.

As others have described, this is really two expansions. The best of the two is Skullport, which adds a corruption mechanic that changes the game in interesting ways. As we've played, we found it made play more interactive, with a bit more suspense at the end. In other words, more fun all around.

In addition to materials for a sixth player, the buildings in these expansions are more interesting, and provide greater depth to play styles based around the Intrigue cards as well.

Definitely worth it.",Get it. Get it now.
Female,41,39.36,59,1667,postgraduate,EN,Web,6715,Of the many board games I have played. This one is by far my favorite. This expansion adds a lot to the game.,Best Expansion Ever
Female,70,39.36,50,1226,diploma,EN,Web,6720,This is a fun game night game with a couple of people or a group.  I would definitely purchase similar games.,Fun
Male,18,39.36,48,827,PhD,EN,Web,6721,Love the fact this expansion allows an extra person to play. Adds a level of complexity though.  Have not decided if I like that yet. Will definitely play again,good expansion for a great game
Female,34,39.36,59,1546,PhD,EN,Web,6770,Scoundrels of Skullport was a necessary update for me as my game nights regularly will involve 6 people. I really enjoyed the expansion and the corruption adds quite a bit to the game. It played a big part in the first game we used it due to the one Lord that requires it.,More players and a great twist!
Male,72,39.36,47,1107,PhD,EN,Web,6815,"This game is awesome, period. If you like table top gaming and enjoy the social interaction with friends and family, you'll far more enjoy this game and all it has to offer.",Loved it!
Female,45,40.18,55,1623,diploma,EN,Web,3427,"LoW the base game has been the *most* popular and replayable board game. It's good enough to play /w 2 people or 5 people.

This expansion (which is really two expansions) makes EVERYTHING BETTER.

You get Skullport (new resource in the form of corruption/-points) and Undermountain (more intrigue, bigger quests) and new lords, intrigue, and buildings appropriate to the new mechanics. You also get a new color to add a new player.

We've primarily played Undermountain and it makes the game MUCH more forgiving when there's more players b/c it's harder to 'lock' a single player out of a key resource. My wife and mother in law don't like the idea of corruption (mom's a little religious/goody goody) so we haven't played it much, but based on reading through the buildings, cards, etc., it adds a lot more volatility to determining who wins in the end.

There's extra agents to play a 'long game' variant, which is nice (broke 200 points once o. O).

Some folks have mentioned issues with the first run (which I think i have). The quest cards are printed 'upside down' compared to the base game. Makes it easier to sort for us afterwards b/c we just sort based on orientation of the back of the card. There are icons on everything so you can easily see which expansion it belongs to.

There's a game mode that lets you play with both expansions, but then you remove cards and buildings from the original expansion, which can give you a lot of different synergies/combos compared to just playing with one expansion.

There are some really cool synergies/combos around certain quests, intrigue cards, and buildings. For example, mom completed a quest that allowed her to draw an intrigue card after she plays one and then there's another building that allows you to play multiple intrigue cards (I think 3) and another quest? I think that gives you victory points for intrigue cards. She literally couldn't use all the intrigue cards she accumulated, but it was pretty fun and cool since we had to change our strategy to try to prevent her from playing intrigue cards.

Finally, there's a intrigue card that allows you to 'steal' resources from an opponent, but then that player gets the intrigue card (so they can 'attack' you back later). The flavor text is: Cue Evil Laugh. So we made mom do an evil laugh everytime she used it, which is hilarious in and of itself.",Oh so absolutely worth it
Female,62,40.18,42,1180,postgraduate,EN,Web,3436,It was a great edition to the original game. Also helps  greatly in a better experiencing of the game my making more variation top the original game.,Great expansion
Female,62,41,49,1404,graduate,EN,Web,3478,"My son loves it. I am not a gamer but, but my son and his friends are enjoying these expansions with the new game.",great expansion set
Male,58,41,56,1660,graduate,EN,Web,3498,"This expansion pack is a great addition because not only do you get to play with 6 people now if you want you also get new quests that go up to 50 VP in value.

I would say it would be nice if the graphics on the cards were easier to distinguish for when you separate them back out, but that is a minor concern compared to the fun it adds.",Great game to add to LOWD
Male,28,44.28,47,1245,graduate,EN,Web,3524,"I ordered this item as a gift for my wife for Christmas, since we enjoy playing the Lords of Waterdeep game together and with our friends. The expansion introduces two new boards, a new faction to allow another player, and there are a host of new quests, intrigue cards, and buildings. There are several new Lords of Waterdeep as well.

We have played four games with the expansion since Christmas, and we are pleased. The addition of the Corruption rules with one of the expansion boards is very well thought out and adds an additional level of strategy. It offers a lot of resources, but if you aren't careful it can sink your chances of winning in the end.

The components are high quality, just like in the original set. As an added bonus, the expansion fits into the original box. If you take the black tray for the expansion out of the expansion box, it fits perfectly over the tray of pieces in the basic box. The expansion lid then fits over it, allowing both the basic game and the expansion to be in one convenient and well-organized box. We were very impressed.

If you loved the original game, this expansion is a great addition.",A Great Expansion
Female,43,44.28,54,1739,graduate,EN,Web,3525,"The base game is great, and I will always be up for a game. Waterdeep is a lush fantasy city, and as such, it attracts all kinds. Quests cover that range a bit, as do Intrigue cards, but it was still a bit lacking.

Scoundrels adds that extra layer of nefarious types, and allows borderline characters to dip that extra bit into the shadows. It's a must have if you want the full Realms experience.",Adds a (needed) amount of tension in a tense fantasy world.
Male,38,44.28,53,1641,PhD,EN,Web,3547,"This expansion is great!  It does require the origional game to play, but it adds 2 distinct optional addons and a 6th player (which is key if you have a big family)",Great expansion (requires original game)
Female,25,44.28,48,1182,postgraduate,EN,Web,3619,There are actually two expansion boards. I got this for my boyfriend for Christmas and he loved it! He was really stoked that there where two expansions and that both expansions can be used at the same time.,2 expansions
Female,49,44.28,52,1707,graduate,EN,Web,3629,"Scoundrels of Skullport adds a lot of depth, without a lot of complexity. We've been able to play the long game with new players and veterans, and everyone had fun and picked up the rules quite easily. The only downside is that people can get entranced by the corruption locations and dig themselves into a deep hole of points, especially if they are new. It adds additional functionality, expanding the number of players to six, which seems to be much more common in our group these days.",Fantastic Expansion
Male,56,44.28,42,1360,graduate,EN,Web,6424,"The game play itself is great. I was just surprised at the careless quality control. The game requires you to mix cards from the expansion with the base game. But the new cards are of an ever-so-slightly different size and can make shuffling feel awkward. They're also printed upside down, which isn't a huge deal during the game, but when all is done, you then need to separate out the expansion again. Each expansion card has a tiny little icon that is hard enough to notice as it is, but combine that with a deck where the cards are facing every which way because the upside-down expansion cards make it impossible to maintain any sort of order, and separating the cards gets really annoying. The types of quests are also sometimes different colors than in the base game. If they're following the same design as the original, the cards should have been the easiest things to get right, but they completely botched them. But I'd say still worth your time because it is a good game. I just will dock a star for the stupid cards.",What's with the cards?
Male,38,44.28,51,1579,graduate,EN,Web,3165,This is a really fun expansion to the great Lords of the Water Deep game. I gave it 4 stars because it can get a bit boring after about 7-8 games.  But it does add to the play in different and fun ways.  I find the cards that came with it more entertaining then anything on the board.  the concept of skulls (and negative points) and derivatives of this is quite interesting particularly at first.  You can incorporate this in.  I will say though that if you are a savvy group of players you can learn to master this rather fast.,"Good expansion, somewhat limited replay value"
Male,69,44.28,55,1546,graduate,EN,Web,9875,"I have many of the new games that have come out. In fact, a whole wall top to bottom. Out of all those games, my family and friends have played this one more than many of the games we have. I really really love this game! It is my first pick when people come over to play and they ask what should they play. I recommend this game.",Five stars and they have an app now too!
Female,44,44.28,41,1327,PhD,EN,Web,515,Excellent game that is fairly easy to learn and has great re-play value. Even my friends that have no idea what Waterdeep is loved it.,Fun for everyone.
Female,23,44.28,44,1024,graduate,EN,Web,283,"Lords of Waterdeep by itself is one of the best board games out today.  And if you've had countless hours of fun playing the game by itself just wait until you get your hands on the expansion Lords of Water Deep: Scoundrels of Skullport.
  Its two expansions in one box that  allows you to play with new lords, new quests and a chance to truly get the edge on your opponets.  After getting the chance to play with a few of my freinds and going with only with the Skullport portion we had a game that lasted well over three hours.  This game is also perfect when you want to have six players instead of the standard five as they give you the grey color for the new faction The Grey Hands.  You will never be able to play this game the same way twice ever again.
  Now for the bad news.  I would have liked to have given this review back in August when this game was supposed to be due out.  And after fidning out about a serious amount of delays I didn't get my pre-ordered copy until just this past Monday.  Now this is not in anyway a bashing of game itself.  Its about the long delay and the fact that when this game was open to the public a lot of people were able to get there hands on it.  While those like me took the time to pre-order.  So make sure you check the timetable be fore ordering you may have to wait a while.  In my case close to four months before final getting this oittle gem.",Lords of Waterdeep expansion is the best board game expasion ever!
Male,46,44.28,57,1860,diploma,EN,Web,2285,A little pricey for the amount of pages that were in it compared to the 1909-1995 album.,A little pricey for the amount of pages that were ...
Female,54,44.28,46,1501,diploma,EN,Web,2286,Just as I expected.  These are nice coin books.,Nice
Female,24,46.74,58,1467,graduate,EN,Web,2296,"The quality die-cut album you'd expect from Whitman.  36 coins per page, viewable front and back, so is densely packed, but each page is rigid and well built.  Includes 2 pages, 1996 - 2010.",Good quality coin album
Female,36,46.74,55,1757,PhD,EN,Web,2324,"My 5 year-old son absolutely loves this game.  He happily plays this over and over (and over and over).  From a parent's view, the storage box is very sturdy, as well as the game pieces.  After a month of daily use, the game still looks brand new.  I would recommend this over the standard Memory game any day.  A must-buy for any little one that loves construction vehicles.",The Perfect Gift for Pre-School Construction Fans!!!
Female,49,47.56,60,2116,graduate,EN,Web,2326,"Big hit for my great nephew!  Fun playing with him every though every turn was ""HIS"" turn.... LOL",Big hit for my great nephew! Fun playing with him every though every ...
Female,70,47.56,46,1363,graduate,EN,Web,2371,"Purchased as a gift for my great nephew who is fascinated by equipment/trucks/tractors.  He just turned 3 and seemed to be excited by the gift at his party.  My grandson has enjoyed similar games, and the quality of this one and variety of matches is great and leaves ""room to grow"" mentally as children age since you can add or take away the numbers of cards/equipment you play with depending on the child's ability. .  Good quality and includes some unusual pieces beyond the typical bulldozer and dump trucks.  I would recommend.",Purchased as a gift for my great nephew who is fascinated by equipment/trucks/tractors
Male,17,48.38,55,1114,PhD,EN,Web,2387,"Great memory game for boys who love construction.  My grandson (3 years) is a little to young to play the memory game yet, but he loves to look at the cards, sort them etc.  The game comes in a nice sturdy box and the cards are good quality too.  I play with with only with 10 card sets right now which is more than his ability.",Great memory game for boys who love construction
Male,46,48.38,41,1462,graduate,EN,Web,2404,Got this for my grandsons birthday. He loves construction vehicles so I am sure he will love this also.,He loves construction vehicles so I am sure he will love this also
Female,38,49.2,49,1685,PhD,EN,Web,5429,"Big Trucks and Diggers Matching Game is a quality game that provides far more challenges than conventional matching games.  The pictures to be matched consist of various Cat trucks and diggers, as well as construction signs and equipment/tools used during heavy construction.

The Cat trucks and heavy equipment drawings may be somewhat confusing for those not specifically interested in construction machinery.  However, that was not the case for my grandson who is fascinated by machinery and heavy equipment.  He was thrilled with this matching game and regularly beats the adults in our family who are not as conversant with the subtle differences between various machines.  The particular trucks, diggers, signs or construction tools name is printed on each card of the pair.  The backs of the cards are printed in a black and yellow diagonal stripe design that makes remembering the locations of already revealed items even more difficult.  If you do not concentrate on remembering the position of previously revealed cards, the diagonal-stripe pattern can be even more distracting.

Most matching games feature a maximum of 48 cards (24 matches).  Those cards are flimsy and are not likely to survive childrens enthustic play.  Big Trucks and Diggers Matching Game features 72 cards (36 matches); these cards are made of heavy card stock that is approximately 1/16 thick.  The number of matches you choose to use when playing this game can vary depending on the childs age and memory skills.  The box is also very sturdy; it closes using a magnetic flap rather than being a conventional two-piece unit.  Plastic dividers keep the cards organized inside the box.  I appreciate these details since they can add to the games durability.

The card division of Chronicle Books produces Big Trucks and Diggers Matching Game.  That company produces a number of different-themed matching games; you should be able to find one that is of interest to your children.  If you are looking for a matching game, you should consider one of Chronicle Books games.  Amazons price is the best I have been able to find for these fine matching games.",My Grandson's Favorite Matching Game ...
Female,34,49.2,40,1310,graduate,EN,Web,5430,"I have a three year old son and 18 month daughter. Lots of different trucks, even some new ones for my son (which is saying a lot since he has at least 20+ different books about trucks). Cards are board and sturdy so my 18 month can handle them without causing damage. We have to start with 1/2 the pack as there are so many.",Great for my son who loves trucks!
Male,26,49.2,42,1180,postgraduate,EN,Web,5453,My grandson loves diggers and my daughter is an engineer who supported the Caterpillar account.  This is a perfect gift.  Great fun matching cards and the item is positioned to handle young kids and their rough play.,great matching game
Female,45,49.2,52,1879,postgraduate,EN,Web,5493,We received them today and played right away. We started the matching game by spreading all of them on the floor and picked one to find the match. My 22 months old couldn't have enough of them!  It's a very good educational game. I personally like this game very much because it encourages my little one to speak.,Very happy with the game
Female,29,63.14,74,2855,postgraduate,EN,Web,5510,I was looking for a memory game for my 3 year old grandson and tripped across this.  I can't wait to play it with him on Christmas day. He loves earth moving vehicles. The game pieces are sturdy and the items are labeled-- which is great because I wouldn't want to confuse a backhoe with a front end loader!,A great find!!
Male,46,63.96,22,1037,graduate,EN,Web,5512,"My four year old grandson in Australia, who is obsessed with big trucks, loved this and beats me every time!!!",Excellent memory game
Male,22,63.96,90,2931,PhD,EN,Web,8235,Purchased this game for my son's 3 yo son.  My son didn't think he would be old enough to do it.  He love's it.,well received
Female,25,63.96,17,605,PhD,EN,Web,8275,My son is 2 so a little young for the full game. I pull out 10 or 15 o the tiles and we either play memory which some times he figures it out and other times he doesn't.. Which is to be expected. Or else we lay them face up and match that way. I also have him find certain tiles like where is the hard hat. This game is great for expanding their vocabulary! We talk about what each tile is and he repeats what it is. This game will last many many years and I love how many tiles it comes with. You really can make it a challenging game of memory by using all of the tiles. Great game!,Awesome matching game
Female,49,63.96,88,4174,graduate,EN,Web,2849,"My 3 1/2 year old grandson saw this at a friend's house and because he is fascinated with construction vehicles, I had to get him one.  I searched on Amazon, my ""go-to store"" and found it immediately at a great price. Delivery was super fast and I can't wait until he opens this for Christmas!",Cute game
Male,69,63.96,20,812,PhD,EN,Web,2870,"There are way too many similar looking tiles!  It is difficult for ME to be able to match the pairs, as so many of them look the same.  For example, the front shovel and track loader look so similar.  Both have blue backgrounds, and if you're like me (a woman who doesn't know the technical name for each piece of big diggers,) it is impossible to get these to match up!  My son who's almost 5 and is very advance has no interest in this game either.  The cards are too similar and ""boring"" to look at.  Everything is orange, yellow, and black, and a few have blue backgrounds, but there is nothing visually stimulating about this game.  Spend your money on something else!","Too complicated, even for an adult!  :("
Male,28,63.96,76,2908,PhD,EN,Web,2874,"The kids love it, dad loves it!

There are too many tiles for my toddlers but we just play with 10 or so at a time and I don't need to stress if we end up losing some so that is to the good.  Also the tiles are thick and durable so my toddlers haven't destroyed them yet!",so fun.
Male,49,63.96,16,759,PhD,EN,Web,2877,The cards are super thick and they hold up to all sorts of abuse!  My little guy already enjoys playing with them so I'm expecting a long shelf life with this game because the pictures are realistic and they seem to be holding up well.,"Wow, I'm impressed."
Female,23,63.96,89,2991,postgraduate,EN,Web,2457,"Okay, I babysit young boys a lot and bring this along. They love to play it, it's sturdy and has a great box that doesn't collapse. I usually end up playing with about 24 to 30 pieces for the 4 year olds and IF I get to select I pick the items that aren't construction vehicles, like the cone, boots, stop sign, gloves etc. Too many kinds of excavators, shovels, rollers etc for me! But I guess it helps keep the peace since the kids almost always win!",Hard to differentiate vehicles for me
Female,68,63.96,1,41,postgraduate,EN,Web,2495,"I bought this for my 4 year old son who is really in to construction equiptment. He loves matching the tiles, however the number of tiles included is a bit overwhelming for a 4-year-old. We only play with a few at a time. I imagine a school-aged child would have more fun and be challenged with so many.",Lots of Matching Tiles
Male,53,63.96,78,3687,PhD,EN,Web,2518,"Great quality item! Cards are very sturdy, glossy, with great images on brightly colored backgrounds and each item is labeled (""asphalt compactor""). If your child likes construction vehicles, this will be a smash hit. I agree with the other reviewer who said they recommend this over any other memory game. This is hands down the best quality version I have ever seen. The box is nice and sturdy, and the quality of the cards is tops! Definitely a good buy.

My son is 3.5 and can easily play this, but my 2 year old can also play with a limited deck and a short game play time (with help from an adult.) If you're a relative of a kid who likes tractors, this is definitely a parent-recommended gift!","Sturdy, bright colors, awesome!"
Male,70,63.96,1,40,PhD,EN,Web,10196,I bought this as a Christmas gift for my great nephew who is 4.  It is very well made and will make an excellent educational gift.,Wonderful gift
Male,68,63.96,73,3015,diploma,EN,Web,10232,"They r better that I expect it,they r pretty big ,an very colorful,and we got then before my daughter's bday,she love them,thank u",peppa pig stickers
Male,67,64.78,35,1487,graduate,EN,Web,10240,Quick international shipping and as described.,Five Stars
Female,18,64.78,83,2355,graduate,EN,Web,10241,"very good stickers...but no mummy pig or daddy pig, but still very cute.",Five Stars
Female,38,66.42,5,232,graduate,EN,Web,10270,Wish they were full sheets but still great. My daughter loves stickers,Three Stars
Male,18,66.42,93,2705,graduate,EN,Web,10281,"Love the stickers!
Everything was great and got them in excellent condition, and arrived on time!
Thank you very much.
100% reliable.",Love the stickers
Female,17,69.7,26,759,postgraduate,EN,Web,4470,Great product my daughter loves them,Five Stars
Female,18,69.7,75,2289,graduate,EN,Web,4477,Three of my grandchildren are big Peppa Pig fans and they thought these stickers were great.  The shipment came promptly and in good condition.  Thanks,Grandkids loved these stickers
Female,65,70.52,20,952,postgraduate,EN,Web,4491,cute!,Five Stars
Female,49,70.52,95,4968,postgraduate,EN,Web,2795,"The stickers are just like in the photo. Very colorful and comes with 5, long strip of sheets. These are paper stickers and tend to rip off as you peel them off the sheet. What upset me the most is that this sticker pack only cost 1.00 at the POUND store. Which is the same as the $1.00 section at Target!! The price here is ridiculous.",Okay stickers but way overcharge.
Female,50,71.34,27,1429,postgraduate,EN,Web,2807,Great! Just like the photo! ;),Five Stars
Female,49,71.34,63,3333,graduate,EN,Web,2811,"rewards for potty training and yes, it works",kids love stickers
Male,29,71.34,13,567,graduate,EN,Web,7373,"They're nice, big, colorful stickers.  You don't get very many for the price, but it's hard to find Peppa stickers anywhere else.  Shipping took a few weeks as expected.","They're nice, big"
Female,38,71.34,75,3740,graduate,EN,Web,7381,"The stickers themselves are great.  The package comes with 5 sheets that I separated for goody bags.  However, each sheet is adhered to a thin piece of cardstock with double sided tape making it time consuming to take off.  If not careful you could easily rip the sheet of stickers while removing from packaging.  Removed a star simply because of the packaging; again the stickers themselves are great.","Great stickers, poor packaging"
Female,38,71.34,10,499,graduate,EN,Web,7384,"They are cute, but definitely not worth the $6 that I paid for them.",Two Stars
Male,39,71.34,92,4633,graduate,EN,Web,7532,I have a big Peppa fan and she is enjoying these stickers,Peppa stickers
Female,25,72.16,13,522,graduate,EN,Web,7533,Expensive for what you get.,Two Stars
Female,33,72.16,86,4071,graduate,EN,Web,7573,love Peppa,Five Stars
Male,41,72.16,15,777,graduate,EN,Web,7600,I like how many stickers came in this set.,Good amount of stickers-
Male,38,72.16,69,3481,postgraduate,EN,Web,4619,"My 4 year old LOVES Peppa Pig! She is crazy for all things Peppa! I purchased these stickers for her and when we recieved them the wait for shipping from the UK was worth the big grin and bear hug I got from her!
The stickers are of the greatest quality and they're sure to bring a smile to any fan of Peppa Pig!!",Worth the wait!
Male,58,76.26,14,772,postgraduate,EN,Web,4673,Easter success,Four Stars
Male,38,76.26,90,4798,graduate,EN,Web,4692,Excellent stickers.  My grand daughter loves Peppa Pig.,Excellent stickers. My grand daughter loves Peppa Pig
Male,45,79.54,32,1869,graduate,EN,Web,4702,"The stickers were very cute, and my three-year-old daughter love them. But as far as stickers go, they were not so great. The stickers kept separating themselves from the sheet and it sort of made them difficult to peel. Probably would not order ones like this again. But, like I said the stickers were really cute.","Very cute, but poor quality stickers"
Male,39,79.54,86,4829,postgraduate,EN,Web,4712,cute,Five Stars
Female,27,80.36,15,705,graduate,EN,Web,6271,very cute,Five Stars
Female,33,80.36,88,4639,graduate,EN,Web,6287,Cute stickers. My niece loves,Cute
Male,22,81.18,39,1612,graduate,EN,Web,6310,"I bought these to help my daughter with potty training and I am happy to say it worked! One week later and she goes on the potty every time! The stickers are bright, fun, and reusable!",Love!
Female,29,81.18,97,4811,graduate,EN,Web,10995,Granddaughter loved these!,Five Stars
Female,42,82.82,24,1437,PhD,EN,Web,11003,My granddaughter loves these.  So happy to find Peppa Pig items for her.,So happy to find Peppa Pig items for her
Male,34,82.82,68,3750,diploma,EN,Web,11004,Made my 2 year old daughter very happy!,Five Stars
Male,18,84.46,17,629,graduate,EN,Web,11025,These stickers were a birthday gift for a 3 year old little girl and she loved them!,... for a 3 year old little girl and she loved them!
Female,37,84.46,85,4965,graduate,EN,Web,11056,ok,Five Stars
Female,56,84.46,23,1420,diploma,EN,Web,11084,love it,Five Stars
Male,34,84.46,69,3880,graduate,EN,Web,11086,My granddaughter loved them. They were well worth what I paid for them.,My granddaughter loved them. They were well worth what I paid ...
Female,32,71.34,63,2902,graduate,EN,Web,3153,Love them,Five Stars
Female,34,71.34,13,618,graduate,EN,Web,3158,Grand daughter loves stickers and she loves Peppa so this was perfect..,... loves stickers and she loves Peppa so this was perfect..
Male,27,71.34,75,3129,postgraduate,EN,Web,3267,Great!,Five Stars
Male,32,71.34,10,461,Basic,EN,Web,3277,very cute!,Five Stars
Male,46,71.34,92,4837,Basic,EN,Web,5726,Even bigger than expected my kids and their friends love them,Five Stars
Female,34,72.16,13,625,PhD,EN,Web,5740,Good quality!,good!
Female,36,72.16,86,4242,postgraduate,EN,Web,5758,As always these are perfect little gifts for my wife students as rewards during class.,Four Stars
Male,36,72.16,15,740,postgraduate,EN,Web,7042,too fragile. rips too easily.,rips too easily.
Male,41,72.16,69,3574,graduate,EN,Web,7101,My daughter loves her stickers! Awesome seller! Thank You! :),Awesome seller! Thank You
Male,39,76.26,14,754,graduate,EN,Web,7141,Neice and her birthday guests loved these.,Excited Kids
Female,42,76.26,90,4961,PhD,EN,Web,7143,This says it is 5 SHEETS when in fact it is 5 strips of paper.  Definately NOT worth the money.  The stickers were hard for the child to remove from the backing as the backing came off of the sheet with the sticker.,This says it is 5 SHEETS when in fact it ...
Female,38,79.54,32,1779,PhD,EN,Web,6431,As expected,Five Stars
Female,45,79.54,86,5023,PhD,EN,Web,6466,I thought it was gonna be more stickers it wasn't,One Star
Female,29,80.36,15,736,postgraduate,EN,Web,6471,Very nice,Five Stars
Male,39,80.36,88,4992,postgraduate,EN,Web,6504,two year old grandson LOVED these stickers more than gifts costing much more.  He is a huge PP fan.  You get many stickers and hours of fun.,two year old grandson LOVED these stickers more than gifts costing much more
Female,32,81.18,39,2044,postgraduate,EN,Web,6507,very nice stickers,Five Stars
Male,36,81.18,97,5383,postgraduate,EN,Web,3403,"Missing the dice sleeve from the box set, but that's ok. Otherwise this product was exactly as described in the listing.",Came with all the dice!
Female,32,82.82,24,1283,graduate,EN,Web,4390,"The One Ring is a very innovative RPG set in Middle Earth between the time of The Hobbit and The Lord of the Rings.

In order to play it you need occasional reference to die rolls. Specifically, you need a 12 sided die (Called a D12 by the cognoscenti) and up to six regular six sided dice (D6). The game comes with one set, but you will likely need more.

That's what you get in this boxed set: One D12 Feat Die, six D6, all in a black/dark gray on off-white color scheme. I asked about different colors when I bought my set and was told that there are no alternatives to this one. Oh well.

Why can't you use ""ordinary"" dice of that type? You can. You'll need a crib sheet to make the D12 into a proper ""Feat Die"" but other than that you are good to go.

Why bother with these expensive dice then? Well, the D12 Feat Die is properly marked up with opposed faces for the Eye and Gandalf runes for one. That matters to some people. If you use some D12 you have lying around you'll be using the ""11"" and ""12"" faces for those special results and they aren't going to be on opposed faces of the die. Big furry deal, right? But of course, everyone had better be using the *same* faces for those runes if there isn't going to be an almighty real-world fight at some point. The real die avoids this issue.

Also, the D6s are marked up so you can quickly tell the ""1"",""2"" and ""3"" faces from the ""4"",""5"" and ""6"" faces which makes evaluating successes very quick indeed. Not only that, the ""6"" face has a special meaning sometimes and it is elaborated upon with even more detail making for unambiguous and easy recognition of that event, should it occur.

None of these are show-stoppers for using non-specialized dice, but consider: if you introduce a lot of new players to a One Ring game, how much easier is it to explain the mechanics of the die conventions if you are using this set? A convention GM would consider these money well spent I think. I do.

Besides, you should use the right dice for the job or you will annoy and vex the Dice Gods. Nothing good comes of such reckless behavior.",Special Dice for a Great Game
Female,55,82.82,68,4136,graduate,EN,Web,4399,After the usual round of discussing the rules the game was under way. Shuffle really good or action takes a while.,Good Times To Be Had
Female,29,84.46,17,877,graduate,EN,Web,4405,"This game is very fun once learned, but may be too difficult for casual gamers. There are many rules and procedures that need to be followed in order to be successful and this is definitely not a game that can be played without reading the rulebook first at least once. That being said, this is a very fun and competitive game and I highly recommend it for moderate or experienced gamers.",Great for gamers
Male,18,84.46,85,3144,graduate,EN,Web,4415,"This card game is definitely not boring, rather it challenges the mind, with trying to keep track of Who's Who!
We played with 4 players, and after going through the rules of the game (which are definitely complex for younger players), our game lasted over a couple of hours! We had an enjoyable time!",Settle in for a challenging game!
Female,33,84.46,23,1274,graduate,EN,Web,3112,"We were a little reticent about this game when we read through the rules.  After a couple of turns it got pretty exciting.  We discovered that a good strategy is to not play land cards as soon as you get them.  It can make a big difference if you play a bunch of them near the end of the game when everyone is tied up fighting for 1 or 2 point lands and you drop and take over a couple of 7 pointers in the last round.

This can be a very cut throat type of game if you play with some aggressive players.  Always get as many players as you can, more players makes a much more interesting game.  Also remember that fates can change at the drop of a hat.  Being achingly close to a victory then having it snatched away by the next player can be frustrating, but then you can do it back to him on your next turn.

Overall a very fun and exciting game that takes more than luck to win.","Fun game, different paths to victory"
